,AID,GI,GeneID,ProteinName,GeneSymbol
11887,588484,122056685,29943,protein-arginine deiminase type-3,PADI3
11888,588484,122056685,29943,protein-arginine deiminase type-3,PADI2
11889,588484,122056685,29943,protein-arginine deiminase type-1,PADI4
11890,588484,122056685,29943,protein-arginine deiminase type-1,PADI1
11891,588484,122056685,29943,protein-arginine deiminase type-1,PADI3
11892,588484,122056685,29943,protein-arginine deiminase type-1,PADI2
11893,588484,122056685,29943,protein-arginine deiminase type-2,PADI4
11894,588484,122056685,29943,protein-arginine deiminase type-2,PADI1
11895,588484,122056685,29943,protein-arginine deiminase type-2,PADI3
11896,588484,122056685,29943,protein-arginine deiminase type-2,PADI2
11897,588484,122056685,51702,protein-arginine deiminase type-4,PADI4
11898,588484,122056685,51702,protein-arginine deiminase type-4,PADI1
11899,588484,122056685,51702,protein-arginine deiminase type-4,PADI3
11900,588484,122056685,51702,protein-arginine deiminase type-4,PADI2
11901,588484,122056685,51702,protein-arginine deiminase type-3,PADI4
11902,588484,122056685,51702,protein-arginine deiminase type-3,PADI1
11903,588484,122056685,51702,protein-arginine deiminase type-3,PADI3
11904,588484,122056685,51702,protein-arginine deiminase type-3,PADI2
11905,588484,122056685,51702,protein-arginine deiminase type-1,PADI4
11906,588484,122056685,51702,protein-arginine deiminase type-1,PADI1
11907,588484,122056685,51702,protein-arginine deiminase type-1,PADI3
11908,588484,122056685,51702,protein-arginine deiminase type-1,PADI2
11909,588484,122056685,51702,protein-arginine deiminase type-2,PADI4
11910,588484,122056685,51702,protein-arginine deiminase type-2,PADI1
11911,588484,122056685,51702,protein-arginine deiminase type-2,PADI3
11912,588484,122056685,51702,protein-arginine deiminase type-2,PADI2
11913,588484,122056685,11240,protein-arginine deiminase type-4,PADI4
11914,588484,122056685,11240,protein-arginine deiminase type-4,PADI1
11915,588484,122056685,11240,protein-arginine deiminase type-4,PADI3
11916,588484,122056685,11240,protein-arginine deiminase type-4,PADI2
11917,588484,122056685,11240,protein-arginine deiminase type-3,PADI4
11918,588484,122056685,11240,protein-arginine deiminase type-3,PADI1
11919,588484,122056685,11240,protein-arginine deiminase type-3,PADI3
11920,588484,122056685,11240,protein-arginine deiminase type-3,PADI2
11921,588484,122056685,11240,protein-arginine deiminase type-1,PADI4
11922,588484,122056685,11240,protein-arginine deiminase type-1,PADI1
11923,588484,122056685,11240,protein-arginine deiminase type-1,PADI3
11924,588484,122056685,11240,protein-arginine deiminase type-1,PADI2
11925,588484,122056685,11240,protein-arginine deiminase type-2,PADI4
11926,588484,122056685,11240,protein-arginine deiminase type-2,PADI1
11927,588484,122056685,11240,protein-arginine deiminase type-2,PADI3
11928,588484,122056685,11240,protein-arginine deiminase type-2,PADI2
11929,588484,122939159,23569,protein-arginine deiminase type-4,PADI4
11930,588484,122939159,23569,protein-arginine deiminase type-4,PADI1
11931,588484,122939159,23569,protein-arginine deiminase type-4,PADI3
11932,588484,122939159,23569,protein-arginine deiminase type-4,PADI2
11933,588484,122939159,23569,protein-arginine deiminase type-3,PADI4
11934,588484,122939159,23569,protein-arginine deiminase type-3,PADI1
11935,588484,122939159,23569,protein-arginine deiminase type-3,PADI3
11936,588484,122939159,23569,protein-arginine deiminase type-3,PADI2
11937,588484,122939159,23569,protein-arginine deiminase type-1,PADI4
11938,588484,122939159,23569,protein-arginine deiminase type-1,PADI1
11939,588484,122939159,23569,protein-arginine deiminase type-1,PADI3
11940,588484,122939159,23569,protein-arginine deiminase type-1,PADI2
11941,588484,122939159,23569,protein-arginine deiminase type-2,PADI4
11942,588484,122939159,23569,protein-arginine deiminase type-2,PADI1
11943,588484,122939159,23569,protein-arginine deiminase type-2,PADI3
11944,588484,122939159,23569,protein-arginine deiminase type-2,PADI2
11945,588484,122939159,29943,protein-arginine deiminase type-4,PADI4
11946,588484,122939159,29943,protein-arginine deiminase type-4,PADI1
11947,588484,122939159,29943,protein-arginine deiminase type-4,PADI3
11948,588484,122939159,29943,protein-arginine deiminase type-4,PADI2
11949,588484,122939159,29943,protein-arginine deiminase type-3,PADI4
11950,588484,122939159,29943,protein-arginine deiminase type-3,PADI1
11951,588484,122939159,29943,protein-arginine deiminase type-3,PADI3
11952,588484,122939159,29943,protein-arginine deiminase type-3,PADI2
11953,588484,122939159,29943,protein-arginine deiminase type-1,PADI4
11954,588484,122939159,29943,protein-arginine deiminase type-1,PADI1
11955,588484,122939159,29943,protein-arginine deiminase type-1,PADI3
11956,588484,122939159,29943,protein-arginine deiminase type-1,PADI2
11957,588484,122939159,29943,protein-arginine deiminase type-2,PADI4
11958,588484,122939159,29943,protein-arginine deiminase type-2,PADI1
11959,588484,122939159,29943,protein-arginine deiminase type-2,PADI3
11960,588484,122939159,29943,protein-arginine deiminase type-2,PADI2
11961,588484,122939159,51702,protein-arginine deiminase type-4,PADI4
11962,588484,122939159,51702,protein-arginine deiminase type-4,PADI1
11963,588484,122939159,51702,protein-arginine deiminase type-4,PADI3
11964,588484,122939159,51702,protein-arginine deiminase type-4,PADI2
11965,588484,122939159,51702,protein-arginine deiminase type-3,PADI4
11966,588484,122939159,51702,protein-arginine deiminase type-3,PADI1
11967,588484,122939159,51702,protein-arginine deiminase type-3,PADI3
11968,588484,122939159,51702,protein-arginine deiminase type-3,PADI2
11969,588484,122939159,51702,protein-arginine deiminase type-1,PADI4
11970,588484,122939159,51702,protein-arginine deiminase type-1,PADI1
11971,588484,122939159,51702,protein-arginine deiminase type-1,PADI3
11972,588484,122939159,51702,protein-arginine deiminase type-1,PADI2
11973,588484,122939159,51702,protein-arginine deiminase type-2,PADI4
11974,588484,122939159,51702,protein-arginine deiminase type-2,PADI1
11975,588484,122939159,51702,protein-arginine deiminase type-2,PADI3
11976,588484,122939159,51702,protein-arginine deiminase type-2,PADI2
11977,588484,122939159,11240,protein-arginine deiminase type-4,PADI4
11978,588484,122939159,11240,protein-arginine deiminase type-4,PADI1
11979,588484,122939159,11240,protein-arginine deiminase type-4,PADI3
11980,588484,122939159,11240,protein-arginine deiminase type-4,PADI2
11981,588484,122939159,11240,protein-arginine deiminase type-3,PADI4
11982,588484,122939159,11240,protein-arginine deiminase type-3,PADI1
11983,588484,122939159,11240,protein-arginine deiminase type-3,PADI3
11984,588484,122939159,11240,protein-arginine deiminase type-3,PADI2
11985,588484,122939159,11240,protein-arginine deiminase type-1,PADI4
11986,588484,122939159,11240,protein-arginine deiminase type-1,PADI1
11987,588484,122939159,11240,protein-arginine deiminase type-1,PADI3
11988,588484,122939159,11240,protein-arginine deiminase type-1,PADI2
11989,588484,122939159,11240,protein-arginine deiminase type-2,PADI4
11990,588484,122939159,11240,protein-arginine deiminase type-2,PADI1
11991,588484,122939159,11240,protein-arginine deiminase type-2,PADI3
11992,588484,122939159,11240,protein-arginine deiminase type-2,PADI2
11993,588484,122939161,23569,protein-arginine deiminase type-4,PADI4
11994,588484,122939161,23569,protein-arginine deiminase type-4,PADI1
11995,588484,122939161,23569,protein-arginine deiminase type-4,PADI3
11996,588484,122939161,23569,protein-arginine deiminase type-4,PADI2
11997,588484,122939161,23569,protein-arginine deiminase type-3,PADI4
11998,588484,122939161,23569,protein-arginine deiminase type-3,PADI1
11999,588484,122939161,23569,protein-arginine deiminase type-3,PADI3
12000,588484,122939161,23569,protein-arginine deiminase type-3,PADI2
12001,588484,122939161,23569,protein-arginine deiminase type-1,PADI4
12002,588484,122939161,23569,protein-arginine deiminase type-1,PADI1
12003,588484,122939161,23569,protein-arginine deiminase type-1,PADI3
12004,588484,122939161,23569,protein-arginine deiminase type-1,PADI2
12005,588484,122939161,23569,protein-arginine deiminase type-2,PADI4
12006,588484,122939161,23569,protein-arginine deiminase type-2,PADI1
12007,588484,122939161,23569,protein-arginine deiminase type-2,PADI3
12008,588484,122939161,23569,protein-arginine deiminase type-2,PADI2
12009,588484,122939161,29943,protein-arginine deiminase type-4,PADI4
12010,588484,122939161,29943,protein-arginine deiminase type-4,PADI1
12011,588484,122939161,29943,protein-arginine deiminase type-4,PADI3
12012,588484,122939161,29943,protein-arginine deiminase type-4,PADI2
12013,588484,122939161,29943,protein-arginine deiminase type-3,PADI4
12014,588484,122939161,29943,protein-arginine deiminase type-3,PADI1
12015,588484,122939161,29943,protein-arginine deiminase type-3,PADI3
12016,588484,122939161,29943,protein-arginine deiminase type-3,PADI2
12017,588484,122939161,29943,protein-arginine deiminase type-1,PADI4
12018,588484,122939161,29943,protein-arginine deiminase type-1,PADI1
12019,588484,122939161,29943,protein-arginine deiminase type-1,PADI3
12020,588484,122939161,29943,protein-arginine deiminase type-1,PADI2
12021,588484,122939161,29943,protein-arginine deiminase type-2,PADI4
12022,588484,122939161,29943,protein-arginine deiminase type-2,PADI1
12023,588484,122939161,29943,protein-arginine deiminase type-2,PADI3
12024,588484,122939161,29943,protein-arginine deiminase type-2,PADI2
12025,588484,122939161,51702,protein-arginine deiminase type-4,PADI4
12026,588484,122939161,51702,protein-arginine deiminase type-4,PADI1
12027,588484,122939161,51702,protein-arginine deiminase type-4,PADI3
12028,588484,122939161,51702,protein-arginine deiminase type-4,PADI2
12029,588484,122939161,51702,protein-arginine deiminase type-3,PADI4
12030,588484,122939161,51702,protein-arginine deiminase type-3,PADI1
12031,588484,122939161,51702,protein-arginine deiminase type-3,PADI3
12032,588484,122939161,51702,protein-arginine deiminase type-3,PADI2
12033,588484,122939161,51702,protein-arginine deiminase type-1,PADI4
12034,588484,122939161,51702,protein-arginine deiminase type-1,PADI1
12035,588484,122939161,51702,protein-arginine deiminase type-1,PADI3
12036,588484,122939161,51702,protein-arginine deiminase type-1,PADI2
12037,588484,122939161,51702,protein-arginine deiminase type-2,PADI4
12038,588484,122939161,51702,protein-arginine deiminase type-2,PADI1
12039,588484,122939161,51702,protein-arginine deiminase type-2,PADI3
12040,588484,122939161,51702,protein-arginine deiminase type-2,PADI2
12041,588484,122939161,11240,protein-arginine deiminase type-4,PADI4
12042,588484,122939161,11240,protein-arginine deiminase type-4,PADI1
12043,588484,122939161,11240,protein-arginine deiminase type-4,PADI3
12044,588484,122939161,11240,protein-arginine deiminase type-4,PADI2
12045,588484,122939161,11240,protein-arginine deiminase type-3,PADI4
12046,588484,122939161,11240,protein-arginine deiminase type-3,PADI1
12047,588484,122939161,11240,protein-arginine deiminase type-3,PADI3
12048,588484,122939161,11240,protein-arginine deiminase type-3,PADI2
12049,588484,122939161,11240,protein-arginine deiminase type-1,PADI4
12050,588484,122939161,11240,protein-arginine deiminase type-1,PADI1
12051,588484,122939161,11240,protein-arginine deiminase type-1,PADI3
12052,588484,122939161,11240,protein-arginine deiminase type-1,PADI2
12053,588484,122939161,11240,protein-arginine deiminase type-2,PADI4
12054,588484,122939161,11240,protein-arginine deiminase type-2,PADI1
12055,588484,122939161,11240,protein-arginine deiminase type-2,PADI3
12056,588484,122939161,11240,protein-arginine deiminase type-2,PADI2
12057,588484,216548487,23569,protein-arginine deiminase type-4,PADI4
12058,588484,216548487,23569,protein-arginine deiminase type-4,PADI1
12059,588484,216548487,23569,protein-arginine deiminase type-4,PADI3
12060,588484,216548487,23569,protein-arginine deiminase type-4,PADI2
12061,588484,216548487,23569,protein-arginine deiminase type-3,PADI4
12062,588484,216548487,23569,protein-arginine deiminase type-3,PADI1
12063,588484,216548487,23569,protein-arginine deiminase type-3,PADI3
12064,588484,216548487,23569,protein-arginine deiminase type-3,PADI2
12065,588484,216548487,23569,protein-arginine deiminase type-1,PADI4
12066,588484,216548487,23569,protein-arginine deiminase type-1,PADI1
12067,588484,216548487,23569,protein-arginine deiminase type-1,PADI3
12068,588484,216548487,23569,protein-arginine deiminase type-1,PADI2
12069,588484,216548487,23569,protein-arginine deiminase type-2,PADI4
12070,588484,216548487,23569,protein-arginine deiminase type-2,PADI1
12071,588484,216548487,23569,protein-arginine deiminase type-2,PADI3
12072,588484,216548487,23569,protein-arginine deiminase type-2,PADI2
12073,588484,216548487,29943,protein-arginine deiminase type-4,PADI4
12074,588484,216548487,29943,protein-arginine deiminase type-4,PADI1
12075,588484,216548487,29943,protein-arginine deiminase type-4,PADI3
12076,588484,216548487,29943,protein-arginine deiminase type-4,PADI2
12077,588484,216548487,29943,protein-arginine deiminase type-3,PADI4
12078,588484,216548487,29943,protein-arginine deiminase type-3,PADI1
12079,588484,216548487,29943,protein-arginine deiminase type-3,PADI3
12080,588484,216548487,29943,protein-arginine deiminase type-3,PADI2
12081,588484,216548487,29943,protein-arginine deiminase type-1,PADI4
12082,588484,216548487,29943,protein-arginine deiminase type-1,PADI1
12083,588484,216548487,29943,protein-arginine deiminase type-1,PADI3
12084,588484,216548487,29943,protein-arginine deiminase type-1,PADI2
12085,588484,216548487,29943,protein-arginine deiminase type-2,PADI4
12086,588484,216548487,29943,protein-arginine deiminase type-2,PADI1
12087,588484,216548487,29943,protein-arginine deiminase type-2,PADI3
12088,588484,216548487,29943,protein-arginine deiminase type-2,PADI2
12089,588484,216548487,51702,protein-arginine deiminase type-4,PADI4
12090,588484,216548487,51702,protein-arginine deiminase type-4,PADI1
12091,588484,216548487,51702,protein-arginine deiminase type-4,PADI3
12092,588484,216548487,51702,protein-arginine deiminase type-4,PADI2
12093,588484,216548487,51702,protein-arginine deiminase type-3,PADI4
12094,588484,216548487,51702,protein-arginine deiminase type-3,PADI1
12095,588484,216548487,51702,protein-arginine deiminase type-3,PADI3
12096,588484,216548487,51702,protein-arginine deiminase type-3,PADI2
12097,588484,216548487,51702,protein-arginine deiminase type-1,PADI4
12098,588484,216548487,51702,protein-arginine deiminase type-1,PADI1
12099,588484,216548487,51702,protein-arginine deiminase type-1,PADI3
12100,588484,216548487,51702,protein-arginine deiminase type-1,PADI2
12101,588484,216548487,51702,protein-arginine deiminase type-2,PADI4
12102,588484,216548487,51702,protein-arginine deiminase type-2,PADI1
12103,588484,216548487,51702,protein-arginine deiminase type-2,PADI3
12104,588484,216548487,51702,protein-arginine deiminase type-2,PADI2
12105,588484,216548487,11240,protein-arginine deiminase type-4,PADI4
12106,588484,216548487,11240,protein-arginine deiminase type-4,PADI1
12107,588484,216548487,11240,protein-arginine deiminase type-4,PADI3
12108,588484,216548487,11240,protein-arginine deiminase type-4,PADI2
12109,588484,216548487,11240,protein-arginine deiminase type-3,PADI4
12110,588484,216548487,11240,protein-arginine deiminase type-3,PADI1
12111,588484,216548487,11240,protein-arginine deiminase type-3,PADI3
12112,588484,216548487,11240,protein-arginine deiminase type-3,PADI2
12113,588484,216548487,11240,protein-arginine deiminase type-1,PADI4
12114,588484,216548487,11240,protein-arginine deiminase type-1,PADI1
12115,588484,216548487,11240,protein-arginine deiminase type-1,PADI3
12116,588484,216548487,11240,protein-arginine deiminase type-1,PADI2
12117,588484,216548487,11240,protein-arginine deiminase type-2,PADI4
12118,588484,216548487,11240,protein-arginine deiminase type-2,PADI1
12119,588484,216548487,11240,protein-arginine deiminase type-2,PADI3
12120,588484,216548487,11240,protein-arginine deiminase type-2,PADI2
12121,588483,,,,
12122,588481,16130689,947252,endoribonuclease toxin MazF,mazF
12123,588480,23943882,65975,serine/threonine-protein kinase 33 isoform a,STK33
12124,2423,994798,,heat shock protein 90,
12125,2400,994798,,heat shock protein 90,
12126,2388,223640082,8045551,"calcineurin A1, putative",CD36_00650
12127,2387,994798,,heat shock protein 90,
12128,2327,,,,
12129,504501,262118306,123228,sentrin-specific protease 8,SENP8
12130,504497,120538355,57337,SUMO1/sentrin specific peptidase 7,SENP7
12131,504492,6166485,26054,SUMO-1-specific protease,SENP6
12132,504488,14790119,836,caspase-3 isoform a preproprotein,CASP3
12133,588472,122056685,11240,protein-arginine deiminase type-2,PADI2
12134,588472,122056685,11240,protein-arginine deiminase type-2,PADI3
12135,588472,122056685,11240,protein-arginine deiminase type-2,PADI4
12136,588472,122056685,11240,protein-arginine deiminase type-2,PADI1
12137,588472,122056685,11240,protein-arginine deiminase type-1,PADI2
12138,588472,122056685,11240,protein-arginine deiminase type-1,PADI3
12139,588472,122056685,11240,protein-arginine deiminase type-1,PADI4
12140,588472,122056685,11240,protein-arginine deiminase type-1,PADI1
12141,588472,122056685,11240,protein-arginine deiminase type-4,PADI2
12142,588472,122056685,11240,protein-arginine deiminase type-4,PADI3
12143,588472,122056685,11240,protein-arginine deiminase type-4,PADI4
12144,588472,122056685,11240,protein-arginine deiminase type-4,PADI1
12145,588472,122056685,11240,protein-arginine deiminase type-3,PADI2
12146,588472,122056685,11240,protein-arginine deiminase type-3,PADI3
12147,588472,122056685,11240,protein-arginine deiminase type-3,PADI4
12148,588472,122056685,11240,protein-arginine deiminase type-3,PADI1
12149,588472,122056685,51702,protein-arginine deiminase type-2,PADI2
12150,588472,122056685,51702,protein-arginine deiminase type-2,PADI3
12151,588472,122056685,51702,protein-arginine deiminase type-2,PADI4
12152,588472,122056685,51702,protein-arginine deiminase type-2,PADI1
12153,588472,122056685,51702,protein-arginine deiminase type-1,PADI2
12154,588472,122056685,51702,protein-arginine deiminase type-1,PADI3
12155,588472,122056685,51702,protein-arginine deiminase type-1,PADI4
12156,588472,122056685,51702,protein-arginine deiminase type-1,PADI1
12157,588472,122056685,51702,protein-arginine deiminase type-4,PADI2
12158,588472,122056685,51702,protein-arginine deiminase type-4,PADI3
12159,588472,122056685,51702,protein-arginine deiminase type-4,PADI4
12160,588472,122056685,51702,protein-arginine deiminase type-4,PADI1
12161,588472,122056685,51702,protein-arginine deiminase type-3,PADI2
12162,588472,122056685,51702,protein-arginine deiminase type-3,PADI3
12163,588472,122056685,51702,protein-arginine deiminase type-3,PADI4
12164,588472,122056685,51702,protein-arginine deiminase type-3,PADI1
12165,588472,122056685,23569,protein-arginine deiminase type-2,PADI2
12166,588472,122056685,23569,protein-arginine deiminase type-2,PADI3
12167,588472,122056685,23569,protein-arginine deiminase type-2,PADI4
12168,588472,122056685,23569,protein-arginine deiminase type-2,PADI1
12169,588472,122056685,23569,protein-arginine deiminase type-1,PADI2
12170,588472,122056685,23569,protein-arginine deiminase type-1,PADI3
12171,588472,122056685,23569,protein-arginine deiminase type-1,PADI4
12172,588472,122056685,23569,protein-arginine deiminase type-1,PADI1
12173,588472,122056685,23569,protein-arginine deiminase type-4,PADI2
12174,588472,122056685,23569,protein-arginine deiminase type-4,PADI3
12175,588472,122056685,23569,protein-arginine deiminase type-4,PADI4
12176,588472,122056685,23569,protein-arginine deiminase type-4,PADI1
12177,588472,122056685,23569,protein-arginine deiminase type-3,PADI2
12178,588472,122056685,23569,protein-arginine deiminase type-3,PADI3
12179,588472,122056685,23569,protein-arginine deiminase type-3,PADI4
12180,588472,122056685,23569,protein-arginine deiminase type-3,PADI1
12181,588472,122056685,29943,protein-arginine deiminase type-2,PADI2
12182,588472,122056685,29943,protein-arginine deiminase type-2,PADI3
12183,588472,122056685,29943,protein-arginine deiminase type-2,PADI4
12184,588472,122056685,29943,protein-arginine deiminase type-2,PADI1
12185,588472,122056685,29943,protein-arginine deiminase type-1,PADI2
12186,588472,122056685,29943,protein-arginine deiminase type-1,PADI3
12187,588472,122056685,29943,protein-arginine deiminase type-1,PADI4
12188,588472,122056685,29943,protein-arginine deiminase type-1,PADI1
12189,588472,122056685,29943,protein-arginine deiminase type-4,PADI2
12190,588472,122056685,29943,protein-arginine deiminase type-4,PADI3
12191,588472,122056685,29943,protein-arginine deiminase type-4,PADI4
12192,588472,122056685,29943,protein-arginine deiminase type-4,PADI1
12193,588472,122056685,29943,protein-arginine deiminase type-3,PADI2
12194,588472,122056685,29943,protein-arginine deiminase type-3,PADI3
12195,588472,122056685,29943,protein-arginine deiminase type-3,PADI4
12196,588472,122056685,29943,protein-arginine deiminase type-3,PADI1
12197,588472,216548487,11240,protein-arginine deiminase type-2,PADI2
12198,588472,216548487,11240,protein-arginine deiminase type-2,PADI3
12199,588472,216548487,11240,protein-arginine deiminase type-2,PADI4
12200,588472,216548487,11240,protein-arginine deiminase type-2,PADI1
12201,588472,216548487,11240,protein-arginine deiminase type-1,PADI2
12202,588472,216548487,11240,protein-arginine deiminase type-1,PADI3
12203,588472,216548487,11240,protein-arginine deiminase type-1,PADI4
12204,588472,216548487,11240,protein-arginine deiminase type-1,PADI1
12205,588472,216548487,11240,protein-arginine deiminase type-4,PADI2
12206,588472,216548487,11240,protein-arginine deiminase type-4,PADI3
12207,588472,216548487,11240,protein-arginine deiminase type-4,PADI4
12208,588472,216548487,11240,protein-arginine deiminase type-4,PADI1
12209,588472,216548487,11240,protein-arginine deiminase type-3,PADI2
12210,588472,216548487,11240,protein-arginine deiminase type-3,PADI3
12211,588472,216548487,11240,protein-arginine deiminase type-3,PADI4
12212,588472,216548487,11240,protein-arginine deiminase type-3,PADI1
12213,588472,216548487,51702,protein-arginine deiminase type-2,PADI2
12214,588472,216548487,51702,protein-arginine deiminase type-2,PADI3
12215,588472,216548487,51702,protein-arginine deiminase type-2,PADI4
12216,588472,216548487,51702,protein-arginine deiminase type-2,PADI1
12217,588472,216548487,51702,protein-arginine deiminase type-1,PADI2
12218,588472,216548487,51702,protein-arginine deiminase type-1,PADI3
12219,588472,216548487,51702,protein-arginine deiminase type-1,PADI4
12220,588472,216548487,51702,protein-arginine deiminase type-1,PADI1
12221,588472,216548487,51702,protein-arginine deiminase type-4,PADI2
12222,588472,216548487,51702,protein-arginine deiminase type-4,PADI3
12223,588472,216548487,51702,protein-arginine deiminase type-4,PADI4
12224,588472,216548487,51702,protein-arginine deiminase type-4,PADI1
12225,588472,216548487,51702,protein-arginine deiminase type-3,PADI2
12226,588472,216548487,51702,protein-arginine deiminase type-3,PADI3
12227,588472,216548487,51702,protein-arginine deiminase type-3,PADI4
12228,588472,216548487,51702,protein-arginine deiminase type-3,PADI1
12229,588472,216548487,23569,protein-arginine deiminase type-2,PADI2
12230,588472,216548487,23569,protein-arginine deiminase type-2,PADI3
12231,588472,216548487,23569,protein-arginine deiminase type-2,PADI4
12232,588472,216548487,23569,protein-arginine deiminase type-2,PADI1
12233,588472,216548487,23569,protein-arginine deiminase type-1,PADI2
12234,588472,216548487,23569,protein-arginine deiminase type-1,PADI3
12235,588472,216548487,23569,protein-arginine deiminase type-1,PADI4
12236,588472,216548487,23569,protein-arginine deiminase type-1,PADI1
12237,588472,216548487,23569,protein-arginine deiminase type-4,PADI2
12238,588472,216548487,23569,protein-arginine deiminase type-4,PADI3
12239,588472,216548487,23569,protein-arginine deiminase type-4,PADI4
12240,588472,216548487,23569,protein-arginine deiminase type-4,PADI1
12241,588472,216548487,23569,protein-arginine deiminase type-3,PADI2
12242,588472,216548487,23569,protein-arginine deiminase type-3,PADI3
12243,588472,216548487,23569,protein-arginine deiminase type-3,PADI4
12244,588472,216548487,23569,protein-arginine deiminase type-3,PADI1
12245,588472,216548487,29943,protein-arginine deiminase type-2,PADI2
12246,588472,216548487,29943,protein-arginine deiminase type-2,PADI3
12247,588472,216548487,29943,protein-arginine deiminase type-2,PADI4
12248,588472,216548487,29943,protein-arginine deiminase type-2,PADI1
12249,588472,216548487,29943,protein-arginine deiminase type-1,PADI2
12250,588472,216548487,29943,protein-arginine deiminase type-1,PADI3
12251,588472,216548487,29943,protein-arginine deiminase type-1,PADI4
12252,588472,216548487,29943,protein-arginine deiminase type-1,PADI1
12253,588472,216548487,29943,protein-arginine deiminase type-4,PADI2
12254,588472,216548487,29943,protein-arginine deiminase type-4,PADI3
12255,588472,216548487,29943,protein-arginine deiminase type-4,PADI4
12256,588472,216548487,29943,protein-arginine deiminase type-4,PADI1
12257,588472,216548487,29943,protein-arginine deiminase type-3,PADI2
12258,588472,216548487,29943,protein-arginine deiminase type-3,PADI3
12259,588472,216548487,29943,protein-arginine deiminase type-3,PADI4
12260,588472,216548487,29943,protein-arginine deiminase type-3,PADI1
12261,588472,122939159,11240,protein-arginine deiminase type-2,PADI2
12262,588472,122939159,11240,protein-arginine deiminase type-2,PADI3
12263,588472,122939159,11240,protein-arginine deiminase type-2,PADI4
12264,588472,122939159,11240,protein-arginine deiminase type-2,PADI1
12265,588472,122939159,11240,protein-arginine deiminase type-1,PADI2
12266,588472,122939159,11240,protein-arginine deiminase type-1,PADI3
12267,588472,122939159,11240,protein-arginine deiminase type-1,PADI4
12268,588472,122939159,11240,protein-arginine deiminase type-1,PADI1
12269,588472,122939159,11240,protein-arginine deiminase type-4,PADI2
12270,588472,122939159,11240,protein-arginine deiminase type-4,PADI3
12271,588472,122939159,11240,protein-arginine deiminase type-4,PADI4
12272,588472,122939159,11240,protein-arginine deiminase type-4,PADI1
12273,588472,122939159,11240,protein-arginine deiminase type-3,PADI2
12274,588472,122939159,11240,protein-arginine deiminase type-3,PADI3
12275,588472,122939159,11240,protein-arginine deiminase type-3,PADI4
12276,588472,122939159,11240,protein-arginine deiminase type-3,PADI1
12277,588472,122939159,51702,protein-arginine deiminase type-2,PADI2
12278,588472,122939159,51702,protein-arginine deiminase type-2,PADI3
12279,588472,122939159,51702,protein-arginine deiminase type-2,PADI4
12280,588472,122939159,51702,protein-arginine deiminase type-2,PADI1
12281,588472,122939159,51702,protein-arginine deiminase type-1,PADI2
12282,588472,122939159,51702,protein-arginine deiminase type-1,PADI3
12283,588472,122939159,51702,protein-arginine deiminase type-1,PADI4
12284,588472,122939159,51702,protein-arginine deiminase type-1,PADI1
12285,588472,122939159,51702,protein-arginine deiminase type-4,PADI2
12286,588472,122939159,51702,protein-arginine deiminase type-4,PADI3
12287,588472,122939159,51702,protein-arginine deiminase type-4,PADI4
12288,588472,122939159,51702,protein-arginine deiminase type-4,PADI1
12289,588472,122939159,51702,protein-arginine deiminase type-3,PADI2
12290,588472,122939159,51702,protein-arginine deiminase type-3,PADI3
12291,588472,122939159,51702,protein-arginine deiminase type-3,PADI4
12292,588472,122939159,51702,protein-arginine deiminase type-3,PADI1
12293,588472,122939159,23569,protein-arginine deiminase type-2,PADI2
12294,588472,122939159,23569,protein-arginine deiminase type-2,PADI3
12295,588472,122939159,23569,protein-arginine deiminase type-2,PADI4
12296,588472,122939159,23569,protein-arginine deiminase type-2,PADI1
12297,588472,122939159,23569,protein-arginine deiminase type-1,PADI2
12298,588472,122939159,23569,protein-arginine deiminase type-1,PADI3
12299,588472,122939159,23569,protein-arginine deiminase type-1,PADI4
12300,588472,122939159,23569,protein-arginine deiminase type-1,PADI1
12301,588472,122939159,23569,protein-arginine deiminase type-4,PADI2
12302,588472,122939159,23569,protein-arginine deiminase type-4,PADI3
12303,588472,122939159,23569,protein-arginine deiminase type-4,PADI4
12304,588472,122939159,23569,protein-arginine deiminase type-4,PADI1
12305,588472,122939159,23569,protein-arginine deiminase type-3,PADI2
12306,588472,122939159,23569,protein-arginine deiminase type-3,PADI3
12307,588472,122939159,23569,protein-arginine deiminase type-3,PADI4
12308,588472,122939159,23569,protein-arginine deiminase type-3,PADI1
12309,588472,122939159,29943,protein-arginine deiminase type-2,PADI2
12310,588472,122939159,29943,protein-arginine deiminase type-2,PADI3
12311,588472,122939159,29943,protein-arginine deiminase type-2,PADI4
12312,588472,122939159,29943,protein-arginine deiminase type-2,PADI1
12313,588472,122939159,29943,protein-arginine deiminase type-1,PADI2
12314,588472,122939159,29943,protein-arginine deiminase type-1,PADI3
12315,588472,122939159,29943,protein-arginine deiminase type-1,PADI4
12316,588472,122939159,29943,protein-arginine deiminase type-1,PADI1
12317,588472,122939159,29943,protein-arginine deiminase type-4,PADI2
12318,588472,122939159,29943,protein-arginine deiminase type-4,PADI3
12319,588472,122939159,29943,protein-arginine deiminase type-4,PADI4
12320,588472,122939159,29943,protein-arginine deiminase type-4,PADI1
12321,588472,122939159,29943,protein-arginine deiminase type-3,PADI2
12322,588472,122939159,29943,protein-arginine deiminase type-3,PADI3
12323,588472,122939159,29943,protein-arginine deiminase type-3,PADI4
12324,588472,122939159,29943,protein-arginine deiminase type-3,PADI1
